GameID,DateTime_ET,Visitor,Visitor PTS,Home,Home PTS,Winner,Kalshi Odds (Visitor win),Kalshi Odds (Home win)
KXNBAGAME-25NOV30ATLPHI-PHI,2025-11-30 18:00:00,Atlanta Hawks,142,Philadelphia 76ers,134,Atlanta Hawks,0.42000000000000004,0.58
KXNBAGAME-25NOV30OKCPOR-POR,2025-11-30 18:00:00,Oklahoma City Thunder,123,Portland Trail Blazers,115,Oklahoma City Thunder,0.84,0.16
KXNBAGAME-25NOV30SASMIN-MIN,2025-11-30 19:00:00,San Antonio Spurs,112,Minnesota Timberwolves,125,Minnesota Timberwolves,0.36,0.64
KXNBAGAME-25NOV30MEMSAC-SAC,2025-11-30 21:00:00,Memphis Grizzlies,115,Sacramento Kings,107,Memphis Grizzlies,0.5700000000000001,0.43
KXNBAGAME-25NOV30NOPLAL-LAL,2025-11-30 21:30:00,New Orleans Pelicans,121,Los Angeles Lakers,133,Los Angeles Lakers,0.08999999999999997,0.91
KXNBAGAME-25DEC01ATLDET-DET,2025-12-01 19:00:00,Atlanta Hawks,98,Detroit Pistons,99,Detroit Pistons,0.20999999999999996,0.79
KXNBAGAME-25DEC01CLEIND-IND,2025-12-01 19:00:00,Cleveland Cavaliers,135,Indiana Pacers,119,Cleveland Cavaliers,0.62,0.38
KXNBAGAME-25DEC01MILWAS-WAS,2025-12-01 19:00:00,Milwaukee Bucks,126,Washington Wizards,129,Washington Wizards,0.79,0.21
KXNBAGAME-25DEC01CHABKN-BKN,2025-12-01 19:30:00,Charlotte Hornets,103,Brooklyn Nets,116,Brooklyn Nets,0.62,0.38
KXNBAGAME-25DEC01LACMIA-MIA,2025-12-01 19:30:00,Los Angeles Clippers,123,Miami Heat,140,Miami Heat,0.30000000000000004,0.7
KXNBAGAME-25DEC01CHIORL-ORL,2025-12-01 19:30:00,Chicago Bulls,120,Orlando Magic,125,Orlando Magic,0.21999999999999997,0.78
KXNBAGAME-25DEC01DALDEN-DEN,2025-12-01 21:00:00,Dallas Mavericks,131,Denver Nuggets,121,Dallas Mavericks,0.17000000000000004,0.83
KXNBAGAME-25DEC01HOUUTA-UTA,2025-12-01 21:00:00,Houston Rockets,125,Utah Jazz,133,Utah Jazz,0.83,0.17
KXNBAGAME-25DEC01PHXLAL-LAL,2025-12-01 22:00:00,Phoenix Suns,125,Los Angeles Lakers,108,Phoenix Suns,0.31000000000000005,0.69
KXNBAGAME-25DEC02WASPHI-PHI,2025-12-02 19:00:00,Washington Wizards,102,Philadelphia 76ers,121,Philadelphia 76ers,0.13,0.87
KXNBAGAME-25DEC02PORTOR-TOR,2025-12-02 19:30:00,Portland Trail Blazers,118,Toronto Raptors,121,Toronto Raptors,0.33999999999999997,0.66
KXNBAGAME-25DEC02NYKBOS-BOS,2025-12-02 20:00:00,New York Knicks,117,Boston Celtics,123,Boston Celtics,0.53,0.47
KXNBAGAME-25DEC02MINNOP-NOP,2025-12-02 20:00:00,Minnesota Timberwolves,149,New Orleans Pelicans,142,Minnesota Timberwolves,0.85,0.15
KXNBAGAME-25DEC02MEMSAS-SAS,2025-12-02 20:00:00,Memphis Grizzlies,119,San Antonio Spurs,126,San Antonio Spurs,0.35,0.65
KXNBAGAME-25DEC02OKCGSW-GSW,2025-12-02 23:00:00,Oklahoma City Thunder,124,Golden State Warriors,112,Oklahoma City Thunder,0.8,0.2
KXNBAGAME-25DEC03PORCLE-CLE,2025-12-03 19:00:00,Portland Trail Blazers,122,Cleveland Cavaliers,110,Portland Trail Blazers,0.18000000000000005,0.82
KXNBAGAME-25DEC03DENIND-IND,2025-12-03 19:00:00,Denver Nuggets,135,Indiana Pacers,120,Denver Nuggets,0.74,0.26
KXNBAGAME-25DEC03SASORL-ORL,2025-12-03 19:00:00,San Antonio Spurs,114,Orlando Magic,112,San Antonio Spurs,0.25,0.75
KXNBAGAME-25DEC03LACATL-ATL,2025-12-03 19:30:00,Los Angeles Clippers,115,Atlanta Hawks,92,Los Angeles Clippers,0.44999999999999996,0.55
KXNBAGAME-25DEC03CHANYK-NYK,2025-12-03 19:30:00,Charlotte Hornets,104,New York Knicks,119,New York Knicks,0.20999999999999996,0.79
KXNBAGAME-25DEC03BKNCHI-CHI,2025-12-03 20:00:00,Brooklyn Nets,113,Chicago Bulls,103,Brooklyn Nets,0.24,0.76
KXNBAGAME-25DEC03SACHOU-HOU,2025-12-03 20:00:00,Sacramento Kings,95,Houston Rockets,121,Houston Rockets,0.08999999999999997,0.91
KXNBAGAME-25DEC03DETMIL-MIL,2025-12-03 20:00:00,Detroit Pistons,109,Milwaukee Bucks,113,Milwaukee Bucks,0.63,0.37
KXNBAGAME-25DEC03MIADAL-DAL,2025-12-03 20:30:00,Miami Heat,108,Dallas Mavericks,118,Dallas Mavericks,0.62,0.38
KXNBAGAME-25DEC04GSWPHI-PHI,2025-12-04 19:00:00,Golden State Warriors,98,Philadelphia 76ers,99,Philadelphia 76ers,0.38,0.62
KXNBAGAME-25DEC04BOSWAS-WAS,2025-12-04 19:00:00,Boston Celtics,146,Washington Wizards,101,Boston Celtics,0.81,0.19
KXNBAGAME-25DEC04UTABKN-BKN,2025-12-04 19:30:00,Utah Jazz,123,Brooklyn Nets,110,Utah Jazz,0.63,0.37
KXNBAGAME-25DEC04LALTOR-TOR,2025-12-04 19:30:00,Los Angeles Lakers,123,Toronto Raptors,120,Los Angeles Lakers,0.43999999999999995,0.56
KXNBAGAME-25DEC04MINNOP-NOP,2025-12-04 20:00:00,Minnesota Timberwolves,125,New Orleans Pelicans,116,Minnesota Timberwolves,0.83,0.17
KXNBAGAME-25DEC05LALBOS-BOS,2025-12-05 19:00:00,Los Angeles Lakers,105,Boston Celtics,126,Boston Celtics,0.25,0.75
KXNBAGAME-25DEC05MIAORL-ORL,2025-12-05 19:00:00,Miami Heat,105,Orlando Magic,106,Orlando Magic,0.32999999999999996,0.67
KXNBAGAME-25DEC05DENATL-ATL,2025-12-05 19:30:00,Denver Nuggets,134,Atlanta Hawks,133,Denver Nuggets,0.5900000000000001,0.41
KXNBAGAME-25DEC05SASCLE-CLE,2025-12-05 19:30:00,San Antonio Spurs,117,Cleveland Cavaliers,130,Cleveland Cavaliers,0.36,0.64
KXNBAGAME-25DEC05PORDET-DET,2025-12-05 19:30:00,Portland Trail Blazers,116,Detroit Pistons,122,Detroit Pistons,0.24,0.76
KXNBAGAME-25DEC05UTANYK-NYK,2025-12-05 19:30:00,Utah Jazz,112,New York Knicks,146,New York Knicks,0.09999999999999998,0.9
KXNBAGAME-25DEC05CHATOR-TOR,2025-12-05 19:30:00,Charlotte Hornets,111,Toronto Raptors,86,Charlotte Hornets,0.28,0.72
KXNBAGAME-25DEC05INDCHI-CHI,2025-12-05 20:00:00,Indiana Pacers,120,Chicago Bulls,105,Indiana Pacers,0.35,0.65
KXNBAGAME-25DEC05PHXHOU-HOU,2025-12-05 20:00:00,Phoenix Suns,98,Houston Rockets,117,Houston Rockets,0.21999999999999997,0.78
KXNBAGAME-25DEC05LACMEM-MEM,2025-12-05 20:00:00,Los Angeles Clippers,98,Memphis Grizzlies,107,Memphis Grizzlies,0.54,0.46
KXNBAGAME-25DEC05PHIMIL-MIL,2025-12-05 20:00:00,Philadelphia 76ers,116,Milwaukee Bucks,101,Philadelphia 76ers,0.5,0.5
KXNBAGAME-25DEC05DALOKC-OKC,2025-12-05 21:30:00,Dallas Mavericks,111,Oklahoma City Thunder,132,Oklahoma City Thunder,0.09999999999999998,0.9
KXNBAGAME-25DEC06NOPBKN-BKN,2025-12-06 17:00:00,New Orleans Pelicans,101,Brooklyn Nets,119,Brooklyn Nets,0.38,0.62
KXNBAGAME-25DEC06ATLWAS-WAS,2025-12-06 19:00:00,Atlanta Hawks,131,Washington Wizards,116,Atlanta Hawks,0.79,0.21
KXNBAGAME-25DEC06GSWCLE-CLE,2025-12-06 19:30:00,Golden State Warriors,99,Cleveland Cavaliers,94,Golden State Warriors,0.22999999999999998,0.77
KXNBAGAME-25DEC06MILDET-DET,2025-12-06 19:30:00,Milwaukee Bucks,112,Detroit Pistons,124,Detroit Pistons,0.15000000000000002,0.85
KXNBAGAME-25DEC06SACMIA-MIA,2025-12-06 20:00:00,Sacramento Kings,127,Miami Heat,111,Sacramento Kings,0.22999999999999998,0.77
KXNBAGAME-25DEC06LACMIN-MIN,2025-12-06 20:00:00,Los Angeles Clippers,106,Minnesota Timberwolves,109,Minnesota Timberwolves,0.22999999999999998,0.77
KXNBAGAME-25DEC06HOUDAL-DAL,2025-12-06 20:30:00,Houston Rockets,109,Dallas Mavericks,122,Dallas Mavericks,0.69,0.31
KXNBAGAME-25DEC07ORLNYK-NYK,2025-12-07 12:00:00,Orlando Magic,100,New York Knicks,106,New York Knicks,0.48,0.52
KXNBAGAME-25DEC07BOSTOR-TOR,2025-12-07 15:30:00,Boston Celtics,121,Toronto Raptors,113,Boston Celtics,0.5800000000000001,0.42
KXNBAGAME-25DEC07DENCHA-CHA,2025-12-07 18:00:00,Denver Nuggets,115,Charlotte Hornets,106,Denver Nuggets,0.8,0.2
KXNBAGAME-25DEC07PORMEM-MEM,2025-12-07 18:00:00,Portland Trail Blazers,96,Memphis Grizzlies,119,Memphis Grizzlies,0.43999999999999995,0.56
KXNBAGAME-25DEC07GSWCHI-CHI,2025-12-07 19:00:00,Golden State Warriors,123,Chicago Bulls,91,Golden State Warriors,0.51,0.49
KXNBAGAME-25DEC07LALPHI-PHI,2025-12-07 19:30:00,Los Angeles Lakers,112,Philadelphia 76ers,108,Los Angeles Lakers,0.56,0.44
KXNBAGAME-25DEC07OKCUTA-UTA,2025-12-07 20:00:00,Oklahoma City Thunder,131,Utah Jazz,101,Oklahoma City Thunder,0.8200000000000001,0.18
KXNBAGAME-25DEC08SACIND-IND,2025-12-08 19:00:00,Sacramento Kings,105,Indiana Pacers,116,Indiana Pacers,0.39,0.61
KXNBAGAME-25DEC08PHXMIN-MIN,2025-12-08 19:30:00,Phoenix Suns,108,Minnesota Timberwolves,105,Phoenix Suns,0.22999999999999998,0.77
KXNBAGAME-25DEC08SASNOP-NOP,2025-12-08 20:00:00,San Antonio Spurs,135,New Orleans Pelicans,132,San Antonio Spurs,0.78,0.22
KXNBAGAME-25DEC09MIAORL-ORL,2025-12-09 18:00:00,Miami Heat,108,Orlando Magic,117,Orlando Magic,0.47,0.53
KXNBAGAME-25DEC09NYKTOR-TOR,2025-12-09 20:30:00,New York Knicks,117,Toronto Raptors,101,New York Knicks,0.6799999999999999,0.32
KXNBAGAME-25DEC10PHXOKC-OKC,2025-12-10 19:30:00,Phoenix Suns,89,Oklahoma City Thunder,138,Oklahoma City Thunder,0.09999999999999998,0.9
KXNBAGAME-25DEC10SASLAL-LAL,2025-12-10 22:00:00,San Antonio Spurs,132,Los Angeles Lakers,119,San Antonio Spurs,0.28,0.72
KXNBAGAME-25DEC11LACHOU-HOU,2025-12-11 20:00:00,Los Angeles Clippers,113,Houston Rockets,115,Houston Rockets,0.21999999999999997,0.78
KXNBAGAME-25DEC11BOSMIL-MIL,2025-12-11 20:00:00,Boston Celtics,101,Milwaukee Bucks,116,Milwaukee Bucks,0.78,0.22
KXNBAGAME-25DEC11PORNOP-NOP,2025-12-11 20:00:00,Portland Trail Blazers,120,New Orleans Pelicans,143,New Orleans Pelicans,0.61,0.39
KXNBAGAME-25DEC11DENSAC-SAC,2025-12-11 22:00:00,Denver Nuggets,136,Sacramento Kings,105,Denver Nuggets,0.81,0.19
KXNBAGAME-25DEC12CHICHA-CHA,2025-12-12 19:00:00,Chicago Bulls,129,Charlotte Hornets,126,Chicago Bulls,0.56,0.44
KXNBAGAME-25DEC12ATLDET-DET,2025-12-12 19:00:00,Atlanta Hawks,115,Detroit Pistons,142,Detroit Pistons,0.28,0.72
KXNBAGAME-25DEC12INDPHI-PHI,2025-12-12 19:00:00,Indiana Pacers,105,Philadelphia 76ers,115,Philadelphia 76ers,0.32999999999999996,0.67
KXNBAGAME-25DEC12CLEWAS-WAS,2025-12-12 19:00:00,Cleveland Cavaliers,130,Washington Wizards,126,Cleveland Cavaliers,0.91,0.09
KXNBAGAME-25DEC12UTAMEM-MEM,2025-12-12 20:00:00,Utah Jazz,130,Memphis Grizzlies,126,Utah Jazz,0.30000000000000004,0.7
KXNBAGAME-25DEC12BKNDAL-DAL,2025-12-12 20:30:00,Brooklyn Nets,111,Dallas Mavericks,119,Dallas Mavericks,0.27,0.73
KXNBAGAME-25DEC12MINGSW-GSW,2025-12-12 22:00:00,Minnesota Timberwolves,127,Golden State Warriors,120,Minnesota Timberwolves,0.35,0.65
KXNBAGAME-25DEC13NYKORL-ORL,2025-12-13 17:30:00,New York Knicks,132,Orlando Magic,120,New York Knicks,0.61,0.39
KXNBAGAME-25DEC13SASOKC-OKC,2025-12-13 21:00:00,San Antonio Spurs,111,Oklahoma City Thunder,109,San Antonio Spurs,0.18999999999999995,0.81
KXNBAGAME-25DEC14WASIND-IND,2025-12-14 15:00:00,Washington Wizards,108,Indiana Pacers,89,Washington Wizards,0.19999999999999996,0.8
KXNBAGAME-25DEC14CHACLE-CLE,2025-12-14 15:30:00,Charlotte Hornets,119,Cleveland Cavaliers,111,Charlotte Hornets,0.16000000000000003,0.84
KXNBAGAME-25DEC14PHIATL-ATL,2025-12-14 18:00:00,Philadelphia 76ers,117,Atlanta Hawks,120,Atlanta Hawks,0.38,0.62
KXNBAGAME-25DEC14MILBKN-BKN,2025-12-14 18:00:00,Milwaukee Bucks,82,Brooklyn Nets,127,Brooklyn Nets,0.51,0.49
KXNBAGAME-25DEC14NOPCHI-CHI,2025-12-14 19:00:00,New Orleans Pelicans,114,Chicago Bulls,104,New Orleans Pelicans,0.36,0.64
KXNBAGAME-25DEC14SACMIN-MIN,2025-12-14 19:00:00,Sacramento Kings,103,Minnesota Timberwolves,117,Minnesota Timberwolves,0.18999999999999995,0.81
KXNBAGAME-25DEC14LALPHX-PHX,2025-12-14 20:00:00,Los Angeles Lakers,116,Phoenix Suns,114,Los Angeles Lakers,0.47,0.53
KXNBAGAME-25DEC14GSWPOR-POR,2025-12-14 21:00:00,Golden State Warriors,131,Portland Trail Blazers,136,Portland Trail Blazers,0.65,0.35
KXNBAGAME-25DEC15DETBOS-BOS,2025-12-15 19:00:00,Detroit Pistons,112,Boston Celtics,105,Detroit Pistons,0.47,0.53
KXNBAGAME-25DEC15TORMIA-MIA,2025-12-15 19:30:00,Toronto Raptors,106,Miami Heat,96,Toronto Raptors,0.37,0.63
KXNBAGAME-25DEC15DALUTA-UTA,2025-12-15 21:00:00,Dallas Mavericks,133,Utah Jazz,140,Utah Jazz,0.51,0.49
KXNBAGAME-25DEC15HOUDEN-DEN,2025-12-15 21:30:00,Houston Rockets,125,Denver Nuggets,128,Denver Nuggets,0.51,0.49
KXNBAGAME-25DEC15MEMLAC-LAC,2025-12-15 22:30:00,Memphis Grizzlies,121,Los Angeles Clippers,103,Memphis Grizzlies,0.35,0.65
KXNBAGAME-25DEC17CLECHI-CHI,2025-12-17 20:00:00,Cleveland Cavaliers,111,Chicago Bulls,127,Chicago Bulls,0.65,0.35
KXNBAGAME-25DEC17MEMMIN-MIN,2025-12-17 20:00:00,Memphis Grizzlies,116,Minnesota Timberwolves,110,Memphis Grizzlies,0.28,0.72
KXNBAGAME-25DEC18ATLCHA-CHA,2025-12-18 19:00:00,Atlanta Hawks,126,Charlotte Hornets,133,Charlotte Hornets,0.62,0.38
KXNBAGAME-25DEC18NYKIND-IND,2025-12-18 19:00:00,New York Knicks,114,Indiana Pacers,113,New York Knicks,0.5900000000000001,0.41
KXNBAGAME-25DEC18MIABKN-BKN,2025-12-18 19:30:00,Miami Heat,106,Brooklyn Nets,95,Miami Heat,0.71,0.29
KXNBAGAME-25DEC18TORMIL-MIL,2025-12-18 20:00:00,Toronto Raptors,111,Milwaukee Bucks,105,Toronto Raptors,0.62,0.38
KXNBAGAME-25DEC18HOUNOP-NOP,2025-12-18 20:00:00,Houston Rockets,128,New Orleans Pelicans,133,New Orleans Pelicans,0.77,0.23
KXNBAGAME-25DEC18LACOKC-OKC,2025-12-18 20:00:00,Los Angeles Clippers,101,Oklahoma City Thunder,122,Oklahoma City Thunder,0.08999999999999997,0.91
KXNBAGAME-25DEC18WASSAS-SAS,2025-12-18 20:00:00,Washington Wizards,94,San Antonio Spurs,119,San Antonio Spurs,0.10999999999999999,0.89
KXNBAGAME-25DEC18DETDAL-DAL,2025-12-18 20:30:00,Detroit Pistons,114,Dallas Mavericks,116,Dallas Mavericks,0.6599999999999999,0.34
KXNBAGAME-25DEC18ORLDEN-DEN,2025-12-18 21:00:00,Orlando Magic,115,Denver Nuggets,126,Denver Nuggets,0.29000000000000004,0.71
KXNBAGAME-25DEC18GSWPHX-PHX,2025-12-18 21:00:00,Golden State Warriors,98,Phoenix Suns,99,Phoenix Suns,0.55,0.45
KXNBAGAME-25DEC18LALUTA-UTA,2025-12-18 21:00:00,Los Angeles Lakers,143,Utah Jazz,135,Los Angeles Lakers,0.78,0.22
KXNBAGAME-25DEC18SACPOR-POR,2025-12-18 22:00:00,Sacramento Kings,133,Portland Trail Blazers,134,Portland Trail Blazers,0.24,0.76
KXNBAGAME-25DEC19MIABOS-BOS,2025-12-19 19:00:00,Miami Heat,116,Boston Celtics,129,Boston Celtics,0.27,0.73
KXNBAGAME-25DEC19PHINYK-NYK,2025-12-19 19:00:00,Philadelphia 76ers,116,New York Knicks,107,Philadelphia 76ers,0.31000000000000005,0.69
KXNBAGAME-25DEC19SASATL-ATL,2025-12-19 19:30:00,San Antonio Spurs,126,Atlanta Hawks,98,San Antonio Spurs,0.6,0.4
KXNBAGAME-25DEC19CHICLE-CLE,2025-12-19 19:30:00,Chicago Bulls,136,Cleveland Cavaliers,125,Chicago Bulls,0.38,0.62
KXNBAGAME-25DEC19OKCMIN-MIN,2025-12-19 21:30:00,Oklahoma City Thunder,107,Minnesota Timberwolves,112,Minnesota Timberwolves,0.69,0.31
KXNBAGAME-25DEC20HOUDEN-DEN,2025-12-20 17:00:00,Houston Rockets,115,Denver Nuggets,101,Houston Rockets,0.52,0.48
KXNBAGAME-25DEC20INDNOP-NOP,2025-12-20 19:00:00,Indiana Pacers,109,New Orleans Pelicans,128,New Orleans Pelicans,0.43000000000000005,0.57
KXNBAGAME-25DEC20DALPHI-PHI,2025-12-20 19:00:00,Dallas Mavericks,114,Philadelphia 76ers,121,Philadelphia 76ers,0.45999999999999996,0.54
KXNBAGAME-25DEC20BOSTOR-TOR,2025-12-20 19:00:00,Boston Celtics,112,Toronto Raptors,96,Boston Celtics,0.45999999999999996,0.54
KXNBAGAME-25DEC20CHADET-DET,2025-12-20 19:30:00,Charlotte Hornets,86,Detroit Pistons,112,Detroit Pistons,0.18999999999999995,0.81
KXNBAGAME-25DEC20WASMEM-MEM,2025-12-20 20:00:00,Washington Wizards,130,Memphis Grizzlies,122,Washington Wizards,0.17000000000000004,0.83
KXNBAGAME-25DEC20PHXGSW-GSW,2025-12-20 20:30:00,Phoenix Suns,116,Golden State Warriors,119,Golden State Warriors,0.32999999999999996,0.67
KXNBAGAME-25DEC20ORLUTA-UTA,2025-12-20 21:30:00,Orlando Magic,128,Utah Jazz,127,Orlando Magic,0.71,0.29
KXNBAGAME-25DEC20PORSAC-SAC,2025-12-20 22:00:00,Portland Trail Blazers,98,Sacramento Kings,93,Portland Trail Blazers,0.6,0.4
KXNBAGAME-25DEC20LALLAC-LAC,2025-12-20 22:30:00,Los Angeles Lakers,88,Los Angeles Clippers,103,Los Angeles Clippers,0.53,0.47
KXNBAGAME-25DEC21CHIATL-ATL,2025-12-21 15:30:00,Chicago Bulls,152,Atlanta Hawks,150,Chicago Bulls,0.39,0.61
KXNBAGAME-25DEC21TORBKN-BKN,2025-12-21 18:00:00,Toronto Raptors,81,Brooklyn Nets,96,Brooklyn Nets,0.5900000000000001,0.41
KXNBAGAME-25DEC21MIANYK-NYK,2025-12-21 18:00:00,Miami Heat,125,New York Knicks,132,New York Knicks,0.28,0.72
KXNBAGAME-25DEC21MILMIN-MIN,2025-12-21 19:00:00,Milwaukee Bucks,100,Minnesota Timberwolves,103,Minnesota Timberwolves,0.16000000000000003,0.84
KXNBAGAME-25DEC21SASWAS-WAS,2025-12-21 19:00:00,San Antonio Spurs,124,Washington Wizards,113,San Antonio Spurs,0.9,0.1
KXNBAGAME-25DEC21HOUSAC-SAC,2025-12-21 22:00:00,Houston Rockets,124,Sacramento Kings,125,Sacramento Kings,0.83,0.17
KXNBAGAME-25DEC22CHACLE-CLE,2025-12-22 19:00:00,Charlotte Hornets,132,Cleveland Cavaliers,139,Cleveland Cavaliers,0.24,0.76
KXNBAGAME-25DEC22INDBOS-BOS,2025-12-22 19:30:00,Indiana Pacers,95,Boston Celtics,103,Boston Celtics,0.17000000000000004,0.83
KXNBAGAME-25DEC22DALNOP-NOP,2025-12-22 20:00:00,Dallas Mavericks,113,New Orleans Pelicans,119,New Orleans Pelicans,0.51,0.49
KXNBAGAME-25DEC22UTADEN-DEN,2025-12-22 21:00:00,Utah Jazz,112,Denver Nuggets,135,Denver Nuggets,0.15000000000000002,0.85
KXNBAGAME-25DEC22MEMOKC-OKC,2025-12-22 21:30:00,Memphis Grizzlies,103,Oklahoma City Thunder,119,Oklahoma City Thunder,0.10999999999999999,0.89
KXNBAGAME-25DEC22ORLGSW-GSW,2025-12-22 22:00:00,Orlando Magic,97,Golden State Warriors,120,Golden State Warriors,0.31999999999999995,0.68
KXNBAGAME-25DEC22DETPOR-POR,2025-12-22 22:00:00,Detroit Pistons,110,Portland Trail Blazers,102,Detroit Pistons,0.6799999999999999,0.32
KXNBAGAME-25DEC23WASCHA-CHA,2025-12-23 19:00:00,Washington Wizards,109,Charlotte Hornets,126,Charlotte Hornets,0.30000000000000004,0.7
KXNBAGAME-25DEC23BKNPHI-PHI,2025-12-23 19:00:00,Brooklyn Nets,114,Philadelphia 76ers,106,Brooklyn Nets,0.21999999999999997,0.78
KXNBAGAME-25DEC23CHIATL-ATL,2025-12-23 19:30:00,Chicago Bulls,126,Atlanta Hawks,123,Chicago Bulls,0.41000000000000003,0.59
KXNBAGAME-25DEC23NOPCLE-CLE,2025-12-23 19:30:00,New Orleans Pelicans,118,Cleveland Cavaliers,141,Cleveland Cavaliers,0.21999999999999997,0.78
KXNBAGAME-25DEC23MILIND-IND,2025-12-23 19:30:00,Milwaukee Bucks,111,Indiana Pacers,94,Milwaukee Bucks,0.51,0.49
KXNBAGAME-25DEC23TORMIA-MIA,2025-12-23 19:30:00,Toronto Raptors,112,Miami Heat,91,Toronto Raptors,0.32999999999999996,0.67
KXNBAGAME-25DEC23DENDAL-DAL,2025-12-23 20:00:00,Denver Nuggets,130,Dallas Mavericks,131,Dallas Mavericks,0.6799999999999999,0.32
KXNBAGAME-25DEC23NYKMIN-MIN,2025-12-23 20:00:00,New York Knicks,104,Minnesota Timberwolves,115,Minnesota Timberwolves,0.30000000000000004,0.7
KXNBAGAME-25DEC23OKCSAS-SAS,2025-12-23 20:30:00,Oklahoma City Thunder,110,San Antonio Spurs,130,San Antonio Spurs,0.6799999999999999,0.32
KXNBAGAME-25DEC23LALPHX-PHX,2025-12-23 21:00:00,Los Angeles Lakers,108,Phoenix Suns,132,Phoenix Suns,0.42000000000000004,0.58
KXNBAGAME-25DEC23MEMUTA-UTA,2025-12-23 21:00:00,Memphis Grizzlies,137,Utah Jazz,128,Memphis Grizzlies,0.6,0.4
KXNBAGAME-25DEC23ORLPOR-POR,2025-12-23 22:00:00,Orlando Magic,110,Portland Trail Blazers,106,Orlando Magic,0.51,0.49
KXNBAGAME-25DEC23DETSAC-SAC,2025-12-23 22:00:00,Detroit Pistons,136,Sacramento Kings,127,Detroit Pistons,0.79,0.21
KXNBAGAME-25DEC23HOULAC-LAC,2025-12-23 22:30:00,Houston Rockets,108,Los Angeles Clippers,128,Los Angeles Clippers,0.7,0.3
KXNBAGAME-25DEC25CLENYK-NYK,2025-12-25 12:00:00,Cleveland Cavaliers,124,New York Knicks,126,New York Knicks,0.38,0.62
KXNBAGAME-25DEC25SASOKC-OKC,2025-12-25 14:30:00,San Antonio Spurs,117,Oklahoma City Thunder,102,San Antonio Spurs,0.24,0.76
KXNBAGAME-25DEC25DALGSW-GSW,2025-12-25 17:00:00,Dallas Mavericks,116,Golden State Warriors,126,Golden State Warriors,0.25,0.75
KXNBAGAME-25DEC25HOULAL-LAL,2025-12-25 20:00:00,Houston Rockets,119,Los Angeles Lakers,96,Houston Rockets,0.51,0.49
KXNBAGAME-25DEC25MINDEN-DEN,2025-12-25 22:30:00,Minnesota Timberwolves,138,Denver Nuggets,142,Denver Nuggets,0.5,0.5
KXNBAGAME-25DEC26MIAATL-ATL,2025-12-26 19:00:00,Miami Heat,126,Atlanta Hawks,111,Miami Heat,0.42000000000000004,0.58
KXNBAGAME-25DEC26BOSIND-IND,2025-12-26 19:00:00,Boston Celtics,140,Indiana Pacers,122,Boston Celtics,0.74,0.26
KXNBAGAME-25DEC26CHAORL-ORL,2025-12-26 19:00:00,Charlotte Hornets,120,Orlando Magic,105,Charlotte Hornets,0.31999999999999995,0.68
KXNBAGAME-25DEC26TORWAS-WAS,2025-12-26 19:00:00,Toronto Raptors,117,Washington Wizards,138,Washington Wizards,0.73,0.27
KXNBAGAME-25DEC26PHICHI-CHI,2025-12-26 19:30:00,Philadelphia 76ers,102,Chicago Bulls,109,Chicago Bulls,0.54,0.46
KXNBAGAME-25DEC26MILMEM-MEM,2025-12-26 20:00:00,Milwaukee Bucks,104,Memphis Grizzlies,125,Memphis Grizzlies,0.36,0.64
KXNBAGAME-25DEC26PHXNOP-NOP,2025-12-26 20:00:00,Phoenix Suns,115,New Orleans Pelicans,108,Phoenix Suns,0.63,0.37
KXNBAGAME-25DEC26DETUTA-UTA,2025-12-26 21:30:00,Detroit Pistons,129,Utah Jazz,131,Utah Jazz,0.77,0.23
KXNBAGAME-25DEC26LACPOR-POR,2025-12-26 22:00:00,Los Angeles Clippers,119,Portland Trail Blazers,103,Los Angeles Clippers,0.54,0.46
KXNBAGAME-25DEC27DALSAC-SAC,2025-12-27 17:00:00,Dallas Mavericks,107,Sacramento Kings,113,Sacramento Kings,0.56,0.44
KXNBAGAME-25DEC27PHXNOP-NOP,2025-12-27 19:00:00,Phoenix Suns,123,New Orleans Pelicans,114,Phoenix Suns,0.63,0.37
KXNBAGAME-25DEC27DENORL-ORL,2025-12-27 19:00:00,Denver Nuggets,126,Orlando Magic,127,Orlando Magic,0.6,0.4
KXNBAGAME-25DEC27NYKATL-ATL,2025-12-27 20:00:00,New York Knicks,128,Atlanta Hawks,125,New York Knicks,0.6599999999999999,0.34
KXNBAGAME-25DEC27MILCHI-CHI,2025-12-27 20:00:00,Milwaukee Bucks,112,Chicago Bulls,103,Milwaukee Bucks,0.43999999999999995,0.56
KXNBAGAME-25DEC27CLEHOU-HOU,2025-12-27 20:00:00,Cleveland Cavaliers,100,Houston Rockets,117,Houston Rockets,0.43999999999999995,0.56
KXNBAGAME-25DEC27INDMIA-MIA,2025-12-27 20:00:00,Indiana Pacers,116,Miami Heat,142,Miami Heat,0.29000000000000004,0.71
KXNBAGAME-25DEC27BKNMIN-MIN,2025-12-27 20:00:00,Brooklyn Nets,123,Minnesota Timberwolves,107,Brooklyn Nets,0.16000000000000003,0.84
KXNBAGAME-25DEC27UTASAS-SAS,2025-12-27 20:00:00,Utah Jazz,127,San Antonio Spurs,114,Utah Jazz,0.14,0.86
KXNBAGAME-25DEC28PHIOKC-OKC,2025-12-28 15:30:00,Philadelphia 76ers,104,Oklahoma City Thunder,129,Oklahoma City Thunder,0.13,0.87
