GameID,DateTime_ET,Visitor,Visitor PTS,Home,Home PTS,Winner,Kalshi Odds (Visitor win),Kalshi Odds (Home win)
KXNBAGAME-25NOV07BOSORL-ORL,2025-11-07 19:00:00,Boston Celtics,110,Orlando Magic,123,Orlando Magic,0.39,0.61
KXNBAGAME-25NOV07CLEWAS-WAS,2025-11-07 19:00:00,Cleveland Cavaliers,148,Washington Wizards,115,Cleveland Cavaliers,0.86,0.14
KXNBAGAME-25NOV07TORATL-ATL,2025-11-07 19:30:00,Toronto Raptors,109,Atlanta Hawks,97,Toronto Raptors,0.43999999999999995,0.56
KXNBAGAME-25NOV07DETBKN-BKN,2025-11-07 19:30:00,Detroit Pistons,125,Brooklyn Nets,107,Detroit Pistons,0.8,0.2
KXNBAGAME-25NOV07HOUSAS-SAS,2025-11-07 19:30:00,Houston Rockets,110,San Antonio Spurs,121,San Antonio Spurs,0.5900000000000001,0.41
KXNBAGAME-25NOV07DALMEM-MEM,2025-11-07 20:00:00,Dallas Mavericks,104,Memphis Grizzlies,118,Memphis Grizzlies,0.37,0.63
KXNBAGAME-25NOV07CHAMIA-MIA,2025-11-07 20:00:00,Charlotte Hornets,108,Miami Heat,126,Miami Heat,0.29000000000000004,0.71
KXNBAGAME-25NOV07CHIMIL-MIL,2025-11-07 20:00:00,Chicago Bulls,110,Milwaukee Bucks,126,Milwaukee Bucks,0.38,0.62
KXNBAGAME-25NOV07UTAMIN-MIN,2025-11-07 20:00:00,Utah Jazz,97,Minnesota Timberwolves,137,Minnesota Timberwolves,0.16000000000000003,0.84
KXNBAGAME-25NOV07GSWDEN-DEN,2025-11-07 22:00:00,Golden State Warriors,104,Denver Nuggets,129,Denver Nuggets,0.19999999999999996,0.8
KXNBAGAME-25NOV07OKCSAC-SAC,2025-11-07 22:00:00,Oklahoma City Thunder,132,Sacramento Kings,101,Oklahoma City Thunder,0.8200000000000001,0.18
KXNBAGAME-25NOV08DALWAS-WAS,2025-11-08 19:00:00,Dallas Mavericks,111,Washington Wizards,105,Dallas Mavericks,0.61,0.39
KXNBAGAME-25NOV08TORPHI-PHI,2025-11-08 19:30:00,Toronto Raptors,120,Philadelphia 76ers,130,Philadelphia 76ers,0.35,0.65
KXNBAGAME-25NOV08LALATL-ATL,2025-11-08 20:00:00,Los Angeles Lakers,102,Atlanta Hawks,122,Atlanta Hawks,0.6699999999999999,0.33
KXNBAGAME-25NOV08CHICLE-CLE,2025-11-08 20:00:00,Chicago Bulls,122,Cleveland Cavaliers,128,Cleveland Cavaliers,0.22999999999999998,0.77
KXNBAGAME-25NOV08PORMIA-MIA,2025-11-08 20:00:00,Portland Trail Blazers,131,Miami Heat,136,Miami Heat,0.5900000000000001,0.41
KXNBAGAME-25NOV08NOPSAS-SAS,2025-11-08 20:00:00,New Orleans Pelicans,119,San Antonio Spurs,126,San Antonio Spurs,0.16000000000000003,0.84
KXNBAGAME-25NOV08INDDEN-DEN,2025-11-08 21:00:00,Indiana Pacers,100,Denver Nuggets,117,Denver Nuggets,0.18999999999999995,0.81
KXNBAGAME-25NOV08PHXLAC-LAC,2025-11-08 22:30:00,Phoenix Suns,114,Los Angeles Clippers,103,Phoenix Suns,0.36,0.64
KXNBAGAME-25NOV09HOUMIL-MIL,2025-11-09 15:30:00,Houston Rockets,122,Milwaukee Bucks,115,Houston Rockets,0.5900000000000001,0.41
KXNBAGAME-25NOV09OKCMEM-MEM,2025-11-09 18:00:00,Oklahoma City Thunder,114,Memphis Grizzlies,100,Oklahoma City Thunder,0.81,0.19
KXNBAGAME-25NOV09BKNNYK-NYK,2025-11-09 18:00:00,Brooklyn Nets,98,New York Knicks,134,New York Knicks,0.08999999999999997,0.91
KXNBAGAME-25NOV09BOSORL-ORL,2025-11-09 18:00:00,Boston Celtics,111,Orlando Magic,107,Boston Celtics,0.39,0.61
KXNBAGAME-25NOV09DETPHI-PHI,2025-11-09 19:30:00,Detroit Pistons,111,Philadelphia 76ers,108,Detroit Pistons,0.61,0.39
KXNBAGAME-25NOV09INDGSW-GSW,2025-11-09 20:30:00,Indiana Pacers,83,Golden State Warriors,114,Golden State Warriors,0.15000000000000002,0.85
KXNBAGAME-25NOV09MINSAC-SAC,2025-11-09 21:00:00,Minnesota Timberwolves,144,Sacramento Kings,117,Minnesota Timberwolves,0.64,0.36
KXNBAGAME-25NOV10LALCHA-CHA,2025-11-10 19:00:00,Los Angeles Lakers,121,Charlotte Hornets,111,Los Angeles Lakers,0.77,0.23
KXNBAGAME-25NOV10WASDET-DET,2025-11-10 19:00:00,Washington Wizards,135,Detroit Pistons,137,Detroit Pistons,0.17000000000000004,0.83
KXNBAGAME-25NOV10PORORL-ORL,2025-11-10 19:00:00,Portland Trail Blazers,112,Orlando Magic,115,Orlando Magic,0.44999999999999996,0.55
KXNBAGAME-25NOV10CLEMIA-MIA,2025-11-10 19:30:00,Cleveland Cavaliers,138,Miami Heat,140,Miami Heat,0.72,0.28
KXNBAGAME-25NOV10SASCHI-CHI,2025-11-10 20:00:00,San Antonio Spurs,121,Chicago Bulls,117,San Antonio Spurs,0.64,0.36
KXNBAGAME-25NOV10MILDAL-DAL,2025-11-10 20:30:00,Milwaukee Bucks,116,Dallas Mavericks,114,Milwaukee Bucks,0.5900000000000001,0.41
KXNBAGAME-25NOV10NOPPHX-PHX,2025-11-10 21:00:00,New Orleans Pelicans,98,Phoenix Suns,121,Phoenix Suns,0.24,0.76
KXNBAGAME-25NOV10MINUTA-UTA,2025-11-10 21:00:00,Minnesota Timberwolves,120,Utah Jazz,113,Minnesota Timberwolves,0.72,0.28
KXNBAGAME-25NOV10ATLLAC-LAC,2025-11-10 22:30:00,Atlanta Hawks,105,Los Angeles Clippers,102,Atlanta Hawks,0.36,0.64
KXNBAGAME-25NOV11TORBKN-BKN,2025-11-11 19:30:00,Toronto Raptors,119,Brooklyn Nets,109,Toronto Raptors,0.78,0.22
KXNBAGAME-25NOV11MEMNYK-NYK,2025-11-11 19:30:00,Memphis Grizzlies,120,New York Knicks,133,New York Knicks,0.19999999999999996,0.8
KXNBAGAME-25NOV11GSWOKC-OKC,2025-11-11 20:00:00,Golden State Warriors,102,Oklahoma City Thunder,126,Oklahoma City Thunder,0.25,0.75
KXNBAGAME-25NOV11BOSPHI-PHI,2025-11-11 20:00:00,Boston Celtics,100,Philadelphia 76ers,102,Philadelphia 76ers,0.52,0.48
KXNBAGAME-25NOV11INDUTA-UTA,2025-11-11 21:00:00,Indiana Pacers,128,Utah Jazz,152,Utah Jazz,0.54,0.46
KXNBAGAME-25NOV11DENSAC-SAC,2025-11-11 23:00:00,Denver Nuggets,122,Sacramento Kings,108,Denver Nuggets,0.75,0.25
KXNBAGAME-25NOV12MILCHA-CHA,2025-11-12 19:00:00,Milwaukee Bucks,100,Charlotte Hornets,111,Charlotte Hornets,0.5800000000000001,0.42
KXNBAGAME-25NOV12CHIDET-DET,2025-11-12 19:00:00,Chicago Bulls,113,Detroit Pistons,124,Detroit Pistons,0.56,0.44
KXNBAGAME-25NOV12ORLNYK-NYK,2025-11-12 19:00:00,Orlando Magic,124,New York Knicks,107,Orlando Magic,0.37,0.63
KXNBAGAME-25NOV12MEMBOS-BOS,2025-11-12 19:30:00,Memphis Grizzlies,95,Boston Celtics,131,Boston Celtics,0.25,0.75
KXNBAGAME-25NOV12CLEMIA-MIA,2025-11-12 19:30:00,Cleveland Cavaliers,130,Miami Heat,116,Cleveland Cavaliers,0.36,0.64
KXNBAGAME-25NOV12WASHOU-HOU,2025-11-12 20:00:00,Washington Wizards,112,Houston Rockets,135,Houston Rockets,0.07999999999999996,0.92
KXNBAGAME-25NOV12PORNOP-NOP,2025-11-12 20:00:00,Portland Trail Blazers,125,New Orleans Pelicans,117,Portland Trail Blazers,0.74,0.26
KXNBAGAME-25NOV12GSWSAS-SAS,2025-11-12 20:00:00,Golden State Warriors,125,San Antonio Spurs,120,Golden State Warriors,0.39,0.61
KXNBAGAME-25NOV12PHXDAL-DAL,2025-11-12 20:30:00,Phoenix Suns,123,Dallas Mavericks,114,Phoenix Suns,0.54,0.46
KXNBAGAME-25NOV12LALOKC-OKC,2025-11-12 21:30:00,Los Angeles Lakers,92,Oklahoma City Thunder,121,Oklahoma City Thunder,0.25,0.75
KXNBAGAME-25NOV12ATLSAC-SAC,2025-11-12 22:00:00,Atlanta Hawks,133,Sacramento Kings,100,Atlanta Hawks,0.62,0.38
KXNBAGAME-25NOV12DENLAC-LAC,2025-11-12 22:30:00,Denver Nuggets,130,Los Angeles Clippers,116,Denver Nuggets,0.64,0.36
KXNBAGAME-25NOV13TORCLE-CLE,2025-11-13 19:00:00,Toronto Raptors,126,Cleveland Cavaliers,113,Toronto Raptors,0.28,0.72
KXNBAGAME-25NOV13INDPHX-PHX,2025-11-13 21:00:00,Indiana Pacers,98,Phoenix Suns,133,Phoenix Suns,0.38,0.62
KXNBAGAME-25NOV13ATLUTA-UTA,2025-11-13 21:00:00,Atlanta Hawks,132,Utah Jazz,122,Atlanta Hawks,0.53,0.47
KXNBAGAME-25NOV14MIANYK-NYK,2025-11-14 19:00:00,Miami Heat,132,New York Knicks,140,New York Knicks,0.31999999999999995,0.68
KXNBAGAME-25NOV14BKNORL-ORL,2025-11-14 19:00:00,Brooklyn Nets,98,Orlando Magic,105,Orlando Magic,0.10999999999999999,0.89
KXNBAGAME-25NOV14PHIDET-DET,2025-11-14 19:30:00,Philadelphia 76ers,105,Detroit Pistons,114,Detroit Pistons,0.48,0.52
KXNBAGAME-25NOV14PORHOU-HOU,2025-11-14 20:00:00,Portland Trail Blazers,116,Houston Rockets,140,Houston Rockets,0.26,0.74
KXNBAGAME-25NOV14CHAMIL-MIL,2025-11-14 20:00:00,Charlotte Hornets,134,Milwaukee Bucks,147,Milwaukee Bucks,0.21999999999999997,0.78
KXNBAGAME-25NOV14SACMIN-MIN,2025-11-14 20:00:00,Sacramento Kings,110,Minnesota Timberwolves,124,Minnesota Timberwolves,0.17000000000000004,0.83
KXNBAGAME-25NOV14LALNOP-NOP,2025-11-14 20:00:00,Los Angeles Lakers,118,New Orleans Pelicans,104,Los Angeles Lakers,0.8,0.2
KXNBAGAME-25NOV14LACDAL-DAL,2025-11-14 20:30:00,Los Angeles Clippers,133,Dallas Mavericks,127,Los Angeles Clippers,0.5900000000000001,0.41
KXNBAGAME-25NOV14GSWSAS-SAS,2025-11-14 21:30:00,Golden State Warriors,109,San Antonio Spurs,108,Golden State Warriors,0.42000000000000004,0.58
KXNBAGAME-25NOV15MEMCLE-CLE,2025-11-15 17:00:00,Memphis Grizzlies,100,Cleveland Cavaliers,108,Cleveland Cavaliers,0.18999999999999995,0.81
KXNBAGAME-25NOV15OKCCHA-CHA,2025-11-15 19:00:00,Oklahoma City Thunder,109,Charlotte Hornets,96,Oklahoma City Thunder,0.91,0.09
KXNBAGAME-25NOV15TORIND-IND,2025-11-15 19:00:00,Toronto Raptors,129,Indiana Pacers,111,Toronto Raptors,0.69,0.31
KXNBAGAME-25NOV15LALMIL-MIL,2025-11-15 20:00:00,Los Angeles Lakers,119,Milwaukee Bucks,95,Los Angeles Lakers,0.44999999999999996,0.55
KXNBAGAME-25NOV15DENMIN-MIN,2025-11-15 20:00:00,Denver Nuggets,123,Minnesota Timberwolves,112,Denver Nuggets,0.52,0.48
KXNBAGAME-25NOV16LACBOS-BOS,2025-11-16 15:30:00,Los Angeles Clippers,118,Boston Celtics,121,Boston Celtics,0.32999999999999996,0.67
KXNBAGAME-25NOV16SACSAS-SAS,2025-11-16 16:00:00,Sacramento Kings,110,San Antonio Spurs,123,San Antonio Spurs,0.30000000000000004,0.7
KXNBAGAME-25NOV16BKNWAS-WAS,2025-11-16 18:00:00,Brooklyn Nets,129,Washington Wizards,106,Brooklyn Nets,0.42000000000000004,0.58
KXNBAGAME-25NOV16ORLHOU-HOU,2025-11-16 19:00:00,Orlando Magic,113,Houston Rockets,117,Houston Rockets,0.24,0.76
KXNBAGAME-25NOV16GSWNOP-NOP,2025-11-16 19:00:00,Golden State Warriors,124,New Orleans Pelicans,106,Golden State Warriors,0.8200000000000001,0.18
KXNBAGAME-25NOV16PORDAL-DAL,2025-11-16 19:30:00,Portland Trail Blazers,133,Dallas Mavericks,138,Dallas Mavericks,0.5800000000000001,0.42
KXNBAGAME-25NOV16ATLPHX-PHX,2025-11-16 20:00:00,Atlanta Hawks,124,Phoenix Suns,122,Atlanta Hawks,0.47,0.53
KXNBAGAME-25NOV16CHIUTA-UTA,2025-11-16 20:00:00,Chicago Bulls,147,Utah Jazz,150,Utah Jazz,0.62,0.38
KXNBAGAME-25NOV17MILCLE-CLE,2025-11-17 19:00:00,Milwaukee Bucks,106,Cleveland Cavaliers,118,Cleveland Cavaliers,0.30000000000000004,0.7
KXNBAGAME-25NOV17INDDET-DET,2025-11-17 19:00:00,Indiana Pacers,112,Detroit Pistons,127,Detroit Pistons,0.25,0.75
KXNBAGAME-25NOV17LACPHI-PHI,2025-11-17 19:00:00,Los Angeles Clippers,108,Philadelphia 76ers,110,Philadelphia 76ers,0.35,0.65
KXNBAGAME-25NOV17NYKMIA-MIA,2025-11-17 19:30:00,New York Knicks,113,Miami Heat,115,Miami Heat,0.48,0.52
KXNBAGAME-25NOV17CHATOR-TOR,2025-11-17 19:30:00,Charlotte Hornets,108,Toronto Raptors,110,Toronto Raptors,0.22999999999999998,0.77
KXNBAGAME-25NOV17DALMIN-MIN,2025-11-17 20:00:00,Dallas Mavericks,96,Minnesota Timberwolves,120,Minnesota Timberwolves,0.10999999999999999,0.89
KXNBAGAME-25NOV17OKCNOP-NOP,2025-11-17 20:00:00,Oklahoma City Thunder,126,New Orleans Pelicans,109,Oklahoma City Thunder,0.9299999999999999,0.07
KXNBAGAME-25NOV17CHIDEN-DEN,2025-11-17 21:00:00,Chicago Bulls,130,Denver Nuggets,127,Chicago Bulls,0.12,0.88
KXNBAGAME-25NOV18GSWORL-ORL,2025-11-18 19:00:00,Golden State Warriors,113,Orlando Magic,121,Orlando Magic,0.56,0.44
KXNBAGAME-25NOV18DETATL-ATL,2025-11-18 19:30:00,Detroit Pistons,120,Atlanta Hawks,112,Detroit Pistons,0.51,0.49
KXNBAGAME-25NOV18BOSBKN-BKN,2025-11-18 19:30:00,Boston Celtics,113,Brooklyn Nets,99,Boston Celtics,0.83,0.17
KXNBAGAME-25NOV18MEMSAS-SAS,2025-11-18 20:00:00,Memphis Grizzlies,101,San Antonio Spurs,111,San Antonio Spurs,0.31000000000000005,0.69
KXNBAGAME-25NOV18UTALAL-LAL,2025-11-18 22:30:00,Utah Jazz,126,Los Angeles Lakers,140,Los Angeles Lakers,0.15000000000000002,0.85
KXNBAGAME-25NOV18PHXPOR-POR,2025-11-18 23:00:00,Phoenix Suns,127,Portland Trail Blazers,110,Phoenix Suns,0.47,0.53
KXNBAGAME-25NOV19HOUCLE-CLE,2025-11-19 19:00:00,Houston Rockets,114,Cleveland Cavaliers,104,Houston Rockets,0.53,0.47
KXNBAGAME-25NOV19CHAIND-IND,2025-11-19 19:00:00,Charlotte Hornets,118,Indiana Pacers,127,Indiana Pacers,0.53,0.47
KXNBAGAME-25NOV19TORPHI-PHI,2025-11-19 19:00:00,Toronto Raptors,121,Philadelphia 76ers,112,Toronto Raptors,0.56,0.44
KXNBAGAME-25NOV19GSWMIA-MIA,2025-11-19 19:30:00,Golden State Warriors,96,Miami Heat,110,Miami Heat,0.20999999999999996,0.79
KXNBAGAME-25NOV19WASMIN-MIN,2025-11-19 20:00:00,Washington Wizards,109,Minnesota Timberwolves,120,Minnesota Timberwolves,0.07999999999999996,0.92
KXNBAGAME-25NOV19DENNOP-NOP,2025-11-19 20:00:00,Denver Nuggets,125,New Orleans Pelicans,118,Denver Nuggets,0.83,0.17
KXNBAGAME-25NOV19SACOKC-OKC,2025-11-19 20:00:00,Sacramento Kings,99,Oklahoma City Thunder,113,Oklahoma City Thunder,0.06000000000000005,0.94
KXNBAGAME-25NOV19NYKDAL-DAL,2025-11-19 21:30:00,New York Knicks,113,Dallas Mavericks,111,New York Knicks,0.76,0.24
KXNBAGAME-25NOV19CHIPOR-POR,2025-11-19 22:00:00,Chicago Bulls,122,Portland Trail Blazers,121,Chicago Bulls,0.5900000000000001,0.41
KXNBAGAME-25NOV20LACORL-ORL,2025-11-20 19:00:00,Los Angeles Clippers,101,Orlando Magic,129,Orlando Magic,0.31000000000000005,0.69
KXNBAGAME-25NOV20SACMEM-MEM,2025-11-20 20:00:00,Sacramento Kings,96,Memphis Grizzlies,137,Memphis Grizzlies,0.41000000000000003,0.59
KXNBAGAME-25NOV20PHIMIL-MIL,2025-11-20 20:00:00,Philadelphia 76ers,123,Milwaukee Bucks,114,Philadelphia 76ers,0.53,0.47
KXNBAGAME-25NOV20ATLSAS-SAS,2025-11-20 20:00:00,Atlanta Hawks,126,San Antonio Spurs,135,San Antonio Spurs,0.5,0.5
KXNBAGAME-25NOV21INDCLE-CLE,2025-11-21 19:00:00,Indiana Pacers,109,Cleveland Cavaliers,120,Cleveland Cavaliers,0.12,0.88
KXNBAGAME-25NOV21BKNBOS-BOS,2025-11-21 19:30:00,Brooklyn Nets,113,Boston Celtics,105,Brooklyn Nets,0.12,0.88
KXNBAGAME-25NOV21WASTOR-TOR,2025-11-21 19:30:00,Washington Wizards,110,Toronto Raptors,140,Toronto Raptors,0.10999999999999999,0.89
KXNBAGAME-25NOV21MIACHI-CHI,2025-11-21 20:00:00,Miami Heat,143,Chicago Bulls,107,Miami Heat,0.43999999999999995,0.56
KXNBAGAME-25NOV21NOPDAL-DAL,2025-11-21 20:30:00,New Orleans Pelicans,115,Dallas Mavericks,118,Dallas Mavericks,0.4,0.6
KXNBAGAME-25NOV21MINPHX-PHX,2025-11-21 21:00:00,Minnesota Timberwolves,113,Phoenix Suns,114,Phoenix Suns,0.62,0.38
KXNBAGAME-25NOV21DENHOU-HOU,2025-11-21 21:30:00,Denver Nuggets,112,Houston Rockets,109,Denver Nuggets,0.41000000000000003,0.59
KXNBAGAME-25NOV21PORGSW-GSW,2025-11-21 22:00:00,Portland Trail Blazers,127,Golden State Warriors,123,Portland Trail Blazers,0.20999999999999996,0.79
KXNBAGAME-25NOV21OKCUTA-UTA,2025-11-21 22:00:00,Oklahoma City Thunder,144,Utah Jazz,112,Oklahoma City Thunder,0.9,0.1
KXNBAGAME-25NOV22LACCHA-CHA,2025-11-22 13:00:00,Los Angeles Clippers,131,Charlotte Hornets,116,Los Angeles Clippers,0.49,0.51
KXNBAGAME-25NOV22NYKORL-ORL,2025-11-22 17:00:00,New York Knicks,121,Orlando Magic,133,Orlando Magic,0.44999999999999996,0.55
KXNBAGAME-25NOV22ATLNOP-NOP,2025-11-22 19:00:00,Atlanta Hawks,115,New Orleans Pelicans,98,Atlanta Hawks,0.8,0.2
KXNBAGAME-25NOV22WASCHI-CHI,2025-11-22 20:00:00,Washington Wizards,120,Chicago Bulls,121,Chicago Bulls,0.14,0.86
KXNBAGAME-25NOV22DETMIL-MIL,2025-11-22 20:00:00,Detroit Pistons,129,Milwaukee Bucks,116,Detroit Pistons,0.75,0.25
KXNBAGAME-25NOV22MEMDAL-DAL,2025-11-22 20:30:00,Memphis Grizzlies,102,Dallas Mavericks,96,Memphis Grizzlies,0.5,0.5
KXNBAGAME-25NOV22SACDEN-DEN,2025-11-22 22:00:00,Sacramento Kings,128,Denver Nuggets,123,Sacramento Kings,0.16000000000000003,0.84
KXNBAGAME-25NOV23MIAPHI-PHI,2025-11-23 13:00:00,Miami Heat,127,Philadelphia 76ers,117,Miami Heat,0.5,0.5
KXNBAGAME-25NOV23CHAATL-ATL,2025-11-23 18:00:00,Charlotte Hornets,110,Atlanta Hawks,113,Atlanta Hawks,0.26,0.74
KXNBAGAME-25NOV23ORLBOS-BOS,2025-11-23 18:00:00,Orlando Magic,129,Boston Celtics,138,Boston Celtics,0.38,0.62
KXNBAGAME-25NOV23LACCLE-CLE,2025-11-23 18:00:00,Los Angeles Clippers,105,Cleveland Cavaliers,120,Cleveland Cavaliers,0.25,0.75
KXNBAGAME-25NOV23BKNTOR-TOR,2025-11-23 18:00:00,Brooklyn Nets,109,Toronto Raptors,119,Toronto Raptors,0.16000000000000003,0.84
KXNBAGAME-25NOV23POROKC-OKC,2025-11-23 19:00:00,Portland Trail Blazers,95,Oklahoma City Thunder,122,Oklahoma City Thunder,0.09999999999999998,0.9
KXNBAGAME-25NOV23SASPHX-PHX,2025-11-23 20:00:00,San Antonio Spurs,102,Phoenix Suns,111,Phoenix Suns,0.45999999999999996,0.54
KXNBAGAME-25NOV23LALUTA-UTA,2025-11-23 20:00:00,Los Angeles Lakers,108,Utah Jazz,106,Los Angeles Lakers,0.78,0.22
KXNBAGAME-25NOV24DETIND-IND,2025-11-24 19:00:00,Detroit Pistons,122,Indiana Pacers,117,Detroit Pistons,0.78,0.22
KXNBAGAME-25NOV24CLETOR-TOR,2025-11-24 19:00:00,Cleveland Cavaliers,99,Toronto Raptors,110,Toronto Raptors,0.45999999999999996,0.54
KXNBAGAME-25NOV24NYKBKN-BKN,2025-11-24 19:30:00,New York Knicks,113,Brooklyn Nets,100,New York Knicks,0.85,0.15
KXNBAGAME-25NOV24DALMIA-MIA,2025-11-24 19:30:00,Dallas Mavericks,102,Miami Heat,106,Miami Heat,0.28,0.72
KXNBAGAME-25NOV24DENMEM-MEM,2025-11-24 20:00:00,Denver Nuggets,125,Memphis Grizzlies,115,Denver Nuggets,0.72,0.28
KXNBAGAME-25NOV24PORMIL-MIL,2025-11-24 20:00:00,Portland Trail Blazers,115,Milwaukee Bucks,103,Portland Trail Blazers,0.48,0.52
KXNBAGAME-25NOV24CHINOP-NOP,2025-11-24 20:00:00,Chicago Bulls,130,New Orleans Pelicans,143,New Orleans Pelicans,0.64,0.36
KXNBAGAME-25NOV24HOUPHX-PHX,2025-11-24 21:30:00,Houston Rockets,114,Phoenix Suns,92,Houston Rockets,0.6699999999999999,0.33
KXNBAGAME-25NOV24UTAGSW-GSW,2025-11-24 22:00:00,Utah Jazz,117,Golden State Warriors,134,Golden State Warriors,0.14,0.86
KXNBAGAME-25NOV24MINSAC-SAC,2025-11-24 22:00:00,Minnesota Timberwolves,112,Sacramento Kings,117,Sacramento Kings,0.8,0.2
KXNBAGAME-25NOV25ATLWAS-WAS,2025-11-25 19:00:00,Atlanta Hawks,113,Washington Wizards,132,Washington Wizards,0.8200000000000001,0.18
KXNBAGAME-25NOV25ORLPHI-PHI,2025-11-25 20:00:00,Orlando Magic,144,Philadelphia 76ers,103,Orlando Magic,0.64,0.36
KXNBAGAME-25NOV25LACLAL-LAL,2025-11-25 23:00:00,Los Angeles Clippers,118,Los Angeles Lakers,135,Los Angeles Lakers,0.29000000000000004,0.71
KXNBAGAME-25NOV26DETBOS-BOS,2025-11-26 17:00:00,Detroit Pistons,114,Boston Celtics,117,Boston Celtics,0.54,0.46
KXNBAGAME-25NOV26NYKCHA-CHA,2025-11-26 19:00:00,New York Knicks,129,Charlotte Hornets,101,New York Knicks,0.7,0.3
KXNBAGAME-25NOV26MILMIA-MIA,2025-11-26 19:30:00,Milwaukee Bucks,103,Miami Heat,106,Miami Heat,0.19999999999999996,0.8
KXNBAGAME-25NOV26MINOKC-OKC,2025-11-26 19:30:00,Minnesota Timberwolves,105,Oklahoma City Thunder,113,Oklahoma City Thunder,0.19999999999999996,0.8
KXNBAGAME-25NOV26INDTOR-TOR,2025-11-26 19:30:00,Indiana Pacers,95,Toronto Raptors,97,Toronto Raptors,0.18999999999999995,0.81
KXNBAGAME-25NOV26MEMNOP-NOP,2025-11-26 20:00:00,Memphis Grizzlies,133,New Orleans Pelicans,128,Memphis Grizzlies,0.5900000000000001,0.41
KXNBAGAME-25NOV26HOUGSW-GSW,2025-11-26 22:00:00,Houston Rockets,104,Golden State Warriors,100,Houston Rockets,0.4,0.6
KXNBAGAME-25NOV26SASPOR-POR,2025-11-26 22:00:00,San Antonio Spurs,115,Portland Trail Blazers,102,San Antonio Spurs,0.5,0.5
KXNBAGAME-25NOV26PHXSAC-SAC,2025-11-26 22:00:00,Phoenix Suns,112,Sacramento Kings,100,Phoenix Suns,0.63,0.37
KXNBAGAME-25NOV28CLEATL-ATL,2025-11-28 19:30:00,Cleveland Cavaliers,123,Atlanta Hawks,130,Atlanta Hawks,0.6799999999999999,0.32
KXNBAGAME-25NOV28PHIBKN-BKN,2025-11-28 19:30:00,Philadelphia 76ers,115,Brooklyn Nets,103,Philadelphia 76ers,0.71,0.29
KXNBAGAME-25NOV28CHICHA-CHA,2025-11-28 19:30:00,Chicago Bulls,116,Charlotte Hornets,123,Charlotte Hornets,0.56,0.44
KXNBAGAME-25NOV28ORLDET-DET,2025-11-28 19:30:00,Orlando Magic,112,Detroit Pistons,109,Orlando Magic,0.4,0.6
KXNBAGAME-25NOV28WASIND-IND,2025-11-28 19:30:00,Washington Wizards,86,Indiana Pacers,119,Indiana Pacers,0.31999999999999995,0.68
KXNBAGAME-25NOV28MILNYK-NYK,2025-11-28 19:30:00,Milwaukee Bucks,109,New York Knicks,118,New York Knicks,0.28,0.72
KXNBAGAME-25NOV28SASDEN-DEN,2025-11-28 21:30:00,San Antonio Spurs,139,Denver Nuggets,136,San Antonio Spurs,0.27,0.73
KXNBAGAME-25NOV28PHXOKC-OKC,2025-11-28 21:30:00,Phoenix Suns,119,Oklahoma City Thunder,123,Oklahoma City Thunder,0.10999999999999999,0.89
KXNBAGAME-25NOV28SACUTA-UTA,2025-11-28 21:30:00,Sacramento Kings,119,Utah Jazz,128,Utah Jazz,0.43000000000000005,0.57
KXNBAGAME-25NOV28MEMLAC-LAC,2025-11-28 22:00:00,Memphis Grizzlies,112,Los Angeles Clippers,107,Memphis Grizzlies,0.30000000000000004,0.7
KXNBAGAME-25NOV28DALLAL-LAL,2025-11-28 22:00:00,Dallas Mavericks,119,Los Angeles Lakers,129,Los Angeles Lakers,0.18999999999999995,0.81
KXNBAGAME-25NOV29BOSMIN-MIN,2025-11-29 17:00:00,Boston Celtics,115,Minnesota Timberwolves,119,Minnesota Timberwolves,0.31000000000000005,0.69
KXNBAGAME-25NOV29TORCHA-CHA,2025-11-29 18:00:00,Toronto Raptors,111,Charlotte Hornets,118,Charlotte Hornets,0.72,0.28
KXNBAGAME-25NOV29CHIIND-IND,2025-11-29 19:30:00,Chicago Bulls,101,Indiana Pacers,103,Indiana Pacers,0.5700000000000001,0.43
KXNBAGAME-25NOV29DETMIA-MIA,2025-11-29 20:00:00,Detroit Pistons,138,Miami Heat,135,Detroit Pistons,0.4,0.6
KXNBAGAME-25NOV29BKNMIL-MIL,2025-11-29 20:00:00,Brooklyn Nets,99,Milwaukee Bucks,116,Milwaukee Bucks,0.16000000000000003,0.84
KXNBAGAME-25NOV29NOPGSW-GSW,2025-11-29 20:30:00,New Orleans Pelicans,96,Golden State Warriors,104,Golden State Warriors,0.19999999999999996,0.8
KXNBAGAME-25NOV29DENPHX-PHX,2025-11-29 21:00:00,Denver Nuggets,130,Phoenix Suns,112,Denver Nuggets,0.61,0.39
KXNBAGAME-25NOV29DALLAC-LAC,2025-11-29 22:00:00,Dallas Mavericks,114,Los Angeles Clippers,110,Dallas Mavericks,0.24,0.76
KXNBAGAME-25NOV30HOUUTA-UTA,2025-11-30 15:00:00,Houston Rockets,129,Utah Jazz,101,Houston Rockets,0.8200000000000001,0.18
KXNBAGAME-25NOV30BOSCLE-CLE,2025-11-30 18:00:00,Boston Celtics,117,Cleveland Cavaliers,115,Boston Celtics,0.28,0.72
KXNBAGAME-25NOV30TORNYK-NYK,2025-11-30 18:00:00,Toronto Raptors,94,New York Knicks,116,New York Knicks,0.24,0.76
